Timestamp,miners-revenue
2020-10-22 00:00:00,13585268.793336762
2020-10-23 00:00:00,12640081.09752187
2020-10-24 00:00:00,13768787.568247974
2020-10-25 00:00:00,10397996.375269836
2020-10-26 00:00:00,10435984.482452529
2020-10-27 00:00:00,10871089.34394712
2020-10-28 00:00:00,11446509.259696554
2020-10-29 00:00:00,12458484.387886178
2020-10-30 00:00:00,12828892.041338578
2020-10-31 00:00:00,13341986.845960088
2020-11-01 00:00:00,13377441.175498055
2020-11-01 23:00:00,10902576.25650482
2020-11-02 23:00:00,15826226.373946056
2020-11-03 23:00:00,16641138.126188194
2020-11-04 23:00:00,20893224.438920554
2020-11-05 23:00:00,18889243.164551694
2020-11-06 23:00:00,16132958.559332216
2020-11-07 23:00:00,15148276.024686076
2020-11-08 23:00:00,20216887.388651714
2020-11-09 23:00:00,16459647.090100147
2020-11-10 23:00:00,16020485.034676496
2020-11-11 23:00:00,17804675.564513773
2020-11-12 23:00:00,16032046.443972783
2020-11-13 23:00:00,15597257.884330552
2020-11-14 23:00:00,15662707.440931926
2020-11-15 23:00:00,17711414.833960325
2020-11-16 23:00:00,18324639.99735234
2020-11-17 23:00:00,21194109.321156435
2020-11-18 23:00:00,16988027.064900875
2020-11-19 23:00:00,20641618.88821196
2020-11-20 23:00:00,20655875.924064286
2020-11-21 23:00:00,20906345.739519313
2020-11-22 23:00:00,18011288.3905691
2020-11-23 23:00:00,17683648.930801246
2020-11-24 23:00:00,20363512.95999495
2020-11-25 23:00:00,18340061.78604947
2020-11-26 23:00:00,17988301.561259545
2020-11-27 23:00:00,17630656.51384634
2020-11-28 23:00:00,18023228.15797287
2020-11-29 23:00:00,14684437.13730185
2020-11-30 23:00:00,21143567.33429405
2020-12-01 23:00:00,18291019.906802543
2020-12-02 23:00:00,21762338.78996689
2020-12-03 23:00:00,19296507.660683624
2020-12-04 23:00:00,18632287.72198453
2020-12-05 23:00:00,17217876.55490936
2020-12-06 23:00:00,19343628.017927807
2020-12-07 23:00:00,18941288.637713753
2020-12-08 23:00:00,17187411.942549206
2020-12-09 23:00:00,16448918.976491643
2020-12-10 23:00:00,16978667.126258247
2020-12-11 23:00:00,16396977.017211141
2020-12-12 23:00:00,19661607.518971115
2020-12-13 23:00:00,18516458.628991954
2020-12-14 23:00:00,18584575.835623957
2020-12-15 23:00:00,19816346.525156554
2020-12-16 23:00:00,22338873.247198086
2020-12-17 23:00:00,27241477.875482038
2020-12-18 23:00:00,25884376.309846204
2020-12-19 23:00:00,24027162.60963906
2020-12-20 23:00:00,23298120.991149504
2020-12-21 23:00:00,23995220.12075107
2020-12-22 23:00:00,26038110.232698534
2020-12-23 23:00:00,20751169.501283977
2020-12-24 23:00:00,23792132.986943312
2020-12-25 23:00:00,23722327.94400382
2020-12-26 23:00:00,27533619.89224247
2020-12-27 23:00:00,29968235.311181773
2020-12-28 23:00:00,28221057.092363108
2020-12-29 23:00:00,33896444.42080255
2020-12-30 23:00:00,33284139.091827303
2020-12-31 23:00:00,29068047.02881674
2021-01-01 23:00:00,31908499.940662753
2021-01-02 23:00:00,35922359.22404933
2021-01-03 23:00:00,39752808.81415808
2021-01-04 23:00:00,35314776.48318403
2021-01-05 23:00:00,43004565.11013959
2021-01-06 23:00:00,45226287.01495596
2021-01-07 23:00:00,42358095.25666046
2021-01-08 23:00:00,40693122.11401789
2021-01-09 23:00:00,43171347.77742759
2021-01-10 23:00:00,37697672.105572425
2021-01-11 23:00:00,38534703.86316562
2021-01-12 23:00:00,37493720.35220138
2021-01-13 23:00:00,42518141.3229426
2021-01-14 23:00:00,41733817.69406035
2021-01-15 23:00:00,38126679.70239878
2021-01-16 23:00:00,31937013.5207863
2021-01-17 23:00:00,36250411.753908925
2021-01-18 23:00:00,38439879.37535342
2021-01-19 23:00:00,34297105.93950238
2021-01-20 23:00:00,30287474.72314571
2021-01-21 23:00:00,31865792.143227555
2021-01-22 23:00:00,33751644.506897256
2021-01-23 23:00:00,30284997.15879116
2021-01-24 23:00:00,33137293.923932903
2021-01-25 23:00:00,35209827.729441255
2021-01-26 23:00:00,30148573.701184303
2021-01-27 23:00:00,32031715.884661224
2021-01-28 23:00:00,39455373.63302356
2021-01-29 23:00:00,33651946.62402073
2021-01-30 23:00:00,33412205.26586177
2021-01-31 23:00:00,30096215.73409861
2021-02-01 23:00:00,38671645.45825114
2021-02-02 23:00:00,39131400.439372316
2021-02-03 23:00:00,43879560.217283756
2021-02-04 23:00:00,45671119.753917314
2021-02-05 23:00:00,45346981.332109064
2021-02-06 23:00:00,41085629.48255814
2021-02-07 23:00:00,48670642.79997875
2021-02-08 23:00:00,51636507.497528024
2021-02-09 23:00:00,49429153.26156691
2021-02-10 23:00:00,47377470.06192563
2021-02-11 23:00:00,53308083.0824142
